O,P
,
,
,
,
,
,
,
,
3.0,
,
,
,
,
3.0,
,
,
,
,
,
,
,0.0
,
,0.0
,
,
,
,
3.0,
,0.0
3.0,
,
,
4.0,0.0
,
,
,
2.0,1.0
,
,
2.0,
,
,
,
,
,
,
,0.0
,
,
,
,0.0
,
,
,
,0.0
,
4.0,
,
,
,
,
,
4.0,
3.0,
,
,
60.0,
,
,
,
2.0,
1.0,
,
,
,
,
4.0,
,
,
,0.0
3.0,0.0
,
,
,0.0
1.0,
1.0,0.0
,
,
,
,0.0
,
,
,
,
,
,0.0
,
,0.0
,
,
,
,
,1.0
,0.0
1.0,
,
2.0,
,
,
3.0,
,
,
,
,
3.0,
,
,
,0.0
,
,0.0
,0.0
,
3.0,
,
,
,
3.0,0.0
,
,
,
,
,0.0
7.0,
,0.0
,0.0
3.0,
,1.0
,
,
,
,0.0
,
,
,
,
,
,
2.0,
,
,
,
1.0,
,0.0
4.0,1.0
,0.0
,
,0.0
,0.0
,
,
,0.0
,0.0
,
,
1.0,
,
,
,
3.0,
2.0,0.0
,0.0
,
,
,0.0
6.0,
,
,
,1.0
,
2.0,
,
,
4.0,
,
4.0,
,
,1.0
,
,
1.0,
,
,
3.0,
,
,
,
,
,0.0
,
2.0,
,
,
,
1.0,0.0
,
,
,
,
4.0,1.0
2.0,
,1.0
,
,0.0
,0.0
,1.0
,
,
,0.0
,
,
,
,
1.0,
,
,
4.0,
,
4.0,
,
,0.0
,
,
1.0,
,
3.0,
3.0,
,
,
,
,
,
3.0,
,
,
,
4.0,
,
2.0,0.0
,
,
,
,
,
,0.0
,
,
,0.0
,
,
,
,
1.0,
,
,
,
,
4.0,0.0
,
,1.0
,
,1.0
,
,
2.0,
,
,
,0.0
,0.0
,0.0
,
,0.0
,
,0.0
,0.0
,0.0
,
,
,
,
,0.0
,
3.0,0.0
,
,
1.0,
,
,
,
,
,
,
,
,
,0.0
,
,0.0
,0.0
,
,0.0
,
3.0,
,0.0
,0.0
,
,
,
,
,
,
,
,
,
4.0,
,
,
,1.0
3.0,
,0.0
,
,
,
4.0,
2.0,
,
4.0,
,
,
,
,0.0
,
,
,0.0
,
,
,
,
,
,0.0
,
,
,
,
4.0,
,
,
4.0,
,0.0
,1.0
4.0,0.0
2.0,
,0.0
3.0,
,
,
,
,
,1.0
,
,
4.0,0.0
,
,
,
,0.0
,
,
,0.0
,
,
,
,
,
,
,
,
,0.0
,
,
,0.0
4.0,
,
,
,
,
,
,
,
,
,
,0.0
,
,
8.0,
,
4.0,
,
,
,
3.0,
,
,
,
,
,
,
4.0,
,0.0
1.0,
,
,
,
2.0,
,
,0.0
,0.0
,
4.0,
,
,
,
,
4.0,
,
,
,
,
,0.0
,
,
,0.0
1.0,
4.0,
,
,
,
,
4.0,
,
,
,
7.0,0.0
,
,
,
,0.0
,
,
,
3.0,
,1.0
,0.0
,
5.0,
,
4.0,
,
,
2.0,
,
,
2.0,
,
,
,
,
,
,
,
4.0,
,
1.0,
,
,
,
,
,
,
3.0,0.0
,
,
,
,
,
,
,0.0
,
3.0,
,
,1.0
,
,
2.0,0.0
,
,0.0
,
4.0,
,
,
5.0,
,
,
,
,
,
,
,
,0.0
,
,
,
,0.0
,
2.0,
,
4.0,
,
,
,
5.0,
,
,
,
,
,
,
3.0,
,
,
,
150.0,
,
4.0,0.0
,0.0
2.0,
,1.0
,
,0.0
,0.0
,
,
1.0,0.0
,0.0
,1.0
4.0,
,
1.0,0.0
,0.0
,
,
,
2.0,
3.0,
1.0,1.0
,1.0
,
,
,
,
,
,
,
,0.0
,
,
,
,
,
,
1.0,
,
,
,
,
,
,
,
,
3.0,
3.0,
,
,0.0
,
3.0,
,
,0.0
3.0,
2.0,0.0
,
,
,
,
,0.0
,
1.0,
,
,
4.0,
,1.0
,
4.0,
,
,
3.0,
,
,0.0
,
3.0,
,0.0
,
,
,
,0.0
,
,
,
,
,
,
,
1.0,
5.0,
,
,
,
,0.0
,1.0
,
,
4.0,
3.0,
,
23.0,
,
,
,
,
,
3.0,0.0
,
,
,
,
,
,
4.0,
,
,
,
4.0,0.0
,
,0.0
,
,1.0
,
,
,
,
4.0,
,
,0.0
,0.0
,
,
,0.0
,
,
,
,
,
,
,0.0
,
4.0,
,
,
,
,
10.0,
,
3.0,
,
,0.0
,
,
,
,
,
,1.0
3.0,
,0.0
2.0,1.0
,
,
,
,
,
,1.0
,
,
2.0,
,
,
,
,
,1.0
,
1.0,
,
,
,
,
3.0,
,
,
,1.0
,
2.0,
,1.0
,
,
,1.0
,
,
,
3.0,
2.0,
,
,
4.0,
,0.0
,
,
,0.0
,
,
,0.0
,
,
,
,
,
,
,
,
,0.0
,
,
4.0,
,
,
4.0,0.0
,
,
5.0,0.0
,
4.0,
4.0,
1.0,
,
,
,
,0.0
,
,
,
,
,
,
,
,
,0.0
,
,
9.0,
,
,
,
,0.0
,
,0.0
4.0,0.0
,
,
,
,0.0
,
,0.0
,1.0
4.0,
1.0,
,1.0
,
7.0,
2.0,
2.0,
,
,
,1.0
,
,1.0
,
,
,
,
,
,
,
,
,
,
,
,
1.0,1.0
4.0,0.0
,
,
1.0,
3.0,
,
,0.0
4.0,0.0
,
,
,
,
,
4.0,
,
,0.0
,1.0
,
5.0,
,0.0
,
,
1.0,0.0
,
,0.0
,
,0.0
,
,
7.0,
,0.0
,
1.0,
3.0,
,
,
,
2.0,
,
,
,
,
,
,
3.0,
,
,0.0
4.0,
,
,0.0
,
,0.0
2.0,0.0
3.0,0.0
7.0,
,
,
,
,
,0.0
3.0,
,
,1.0
2.0,
,
3.0,
3.0,
,0.0
4.0,
1.0,
,
,
,
,1.0
,
,
,
,
,
,
,
,
5.0,1.0
,0.0
,
,
,
,
,
2.0,
,
,
,
,
,
,
,
4.0,
,0.0
3.0,
,
,
,1.0
,
1.0,
2.0,
,
,1.0
,0.0
,
,
,
,
,
,
,
,
3.0,0.0
,
,
4.0,
,
,1.0
,
,
,0.0
,
,
,
,
,
,
,
,
1.0,
,
,1.0
,
,
,
,
3.0,
,0.0
,
,
4.0,
,
,
,
,
,
,
,
,0.0
,0.0
,
,
,
,0.0
,
,0.0
,
5.0,
,
,0.0
2.0,
,0.0
2.0,
2.0,
,0.0
,
1.0,
,0.0
,0.0
5.0,
,0.0
,
,
,
,
,
,
,
,
4.0,
,
,
,
4.0,
5.0,0.0
,
,0.0
,
,
,
,
3.0,0.0
,
,
,
,
,
,
,1.0
6.0,
,
,
,
,1.0
,
,
1.0,
,
,
,0.0
,
,
,
,
,
1.0,
,
,
,
,0.0
4.0,0.0
,
,
,
,
,
,
,
,
,
,
,
3.0,
,
2.0,
4.0,
,
,
,
,
,0.0
,
,
,
4.0,
4.0,0.0
,1.0
,
7.0,
,
,0.0
,
,
,
2.0,
,
2.0,
4.0,
2.0,
3.0,0.0
,
,
,0.0
,
,
,
,1.0
,
,
,0.0
,
1.0,
,
,
,
3.0,1.0
3.0,
,1.0
,1.0
,
,0.0
,
,
4.0,
1.0,
,
,1.0
3.0,
2.0,
,
,
,0.0
,
,
,
,
,
,
,
,
,
,0.0
,
3.0,0.0
,0.0
,
,
51.0,
,
,
,
3.0,1.0
,
2.0,
,
,
,
,
,
,
,
,
,
,
,0.0
4.0,
,
,
4.0,
,0.0
,
,0.0
9.0,
,
,0.0
,
,
,
4.0,
,
,
3.0,
,
,
,
,
,
1.0,
,0.0
,
,
,
,
,
,
1.0,
,
1.0,
2.0,
,
,
,
,
,
4.0,1.0
4.0,
,
,
,
4.0,
,0.0
,
,
,
,
4.0,
2.0,
,
,
,1.0
,
,0.0
662.0,0.0
,
,
,
,
,
,
,0.0
5.0,
,
,
,
,
,0.0
,1.0
,0.0
,
,
,
,
,
2.0,
,
,
2.0,
,
5.0,0.0
,
,0.0
1.0,0.0
,
,
11.0,
,
1.0,0.0
,
,0.0
,
,
5.0,
,
,
,
,
,
,
,
,
,
,1.0
1.0,
,1.0
,
,
,
,
,
,0.0
,0.0
,
,0.0
,
,
,
,
,
,
,
2.0,
,
,
,
,
,
,
1.0,
,0.0
2.0,
3.0,1.0
,
,
5.0,
2.0,
,
,
2.0,
,
3.0,
1.0,
,
4.0,0.0
,
,
,
,
,
,0.0
3.0,
,0.0
,
,
,
,
,0.0
,
,
,
,1.0
3.0,
,
3.0,1.0
,
,
,
1.0,0.0
1.0,
,0.0
,
,
,0.0
,
,
,
,
,0.0
,
,
,
,
,
4.0,
,
1.0,
,
,0.0
5.0,
,
,
,
,
,
,
,
,
,1.0
,
5.0,
5.0,
,
1.0,
,
,
,
,0.0
1.0,
,
,
,
3.0,
5.0,
,
,
,
,
,
,
,
,0.0
,0.0
,1.0
,
,1.0
3.0,
,0.0
,1.0
,
,
6.0,
,
,
3.0,
,
,
,
,0.0
,
,0.0
,
,
,
,
3.0,0.0
1.0,
,
4.0,0.0
,
,
,
,
,
,
,
,
,
3.0,
,
,0.0
,
,
,
,
,1.0
,
,
,
,
,
,
,
,
,
,0.0
,
,
8.0,0.0
,
,
,
,0.0
,
,
,
,
,
,
1.0,
,1.0
,
,0.0
1.0,
,
,
,0.0
3.0,0.0
,
,
2.0,
,
,0.0
,0.0
,
1.0,1.0
3.0,0.0
,0.0
,
,
,1.0
,
,
1.0,
,
,
,
,0.0
,1.0
,
,
,
,
,0.0
,
,
,
,
,
,
,
,0.0
,
,
5.0,
,0.0
,
,
4.0,
,
,
,
,
,
,0.0
,
,
,
,0.0
131.0,
,0.0
,
,0.0
,
,
,
,0.0
,0.0
,
,
,
,
1.0,
,0.0
,
,
,
,
4.0,
,
,
,0.0
,
,
,0.0
,
,
,1.0
,0.0
,
5.0,
5.0,
,
,
2.0,
,0.0
,0.0
,
3.0,
,
,0.0
,
,
,0.0
,0.0
,0.0
,1.0
,0.0
2.0,
,
,
,
,
,
,
2.0,
,
,
,
,0.0
,
,
,
2.0,
,
11.0,
,1.0
,0.0
,
,
,
,
,
1.0,
,
1.0,
,
,
,0.0
,
,
3.0,
,
,
,
4.0,
2.0,0.0
,
,
,0.0
2.0,0.0
1.0,
,
3.0,
2.0,
,
,1.0
,1.0
,
,
,
,
4.0,
,
,0.0
,
4.0,
,
,
,
,
,
,1.0
4.0,
2.0,0.0
,
,
3.0,
,
5.0,
,0.0
,
,
2.0,
,
4.0,
,0.0
,
,
,1.0
,
,
,
,
,
4.0,
,
,0.0
,
,
3.0,
,
,
,
3.0,
,
1.0,
,
4.0,
,
,
,
5.0,
,
,
,
,0.0
,
,
,
,
,
,0.0
,
3.0,
4.0,
,
2.0,
,0.0
,0.0
,
2.0,
,
,
,
,
,0.0
,
5.0,0.0
,
,
,0.0
,
,
5.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
3.0,
1.0,
,
,
,
4.0,
,
,
,1.0
4.0,0.0
,
,
4.0,
,
,
,
4.0,0.0
,
,
,
4.0,
,0.0
,
2.0,0.0
,
,
,1.0
,
,
,
,
,
,
,
2.0,
,
,
,
,
,
,
,1.0
,
,
2.0,1.0
,
,1.0
,0.0
,
4.0,
,0.0
,
2.0,1.0
,
4.0,
,
,0.0
,
,
,
,
,
,
,
,1.0
,
,0.0
,
3.0,
,0.0
,
,
,
,
,
,
1.0,
,
,
,
,0.0
,
,
3.0,0.0
4.0,0.0
,
,
,
,
,
,0.0
,
,
,
,
5.0,
,
,
,
,0.0
,
,
6.0,
,
,
,
1.0,
3.0,0.0
4.0,
,1.0
,
2.0,1.0
,
,
3.0,0.0
,
,0.0
1.0,0.0
,0.0
,0.0
,
4.0,
,1.0
,1.0
,
3.0,0.0
,0.0
,0.0
,
,
,
,
,0.0
,
2.0,
,
,
3.0,
,0.0
,
,
,
,
,1.0
,
,0.0
,
,0.0
,
,
,
,
,
,
,0.0
,
4.0,
4.0,
,
,1.0
8.0,
,
,
3.0,
,
,
,
,
,
,0.0
2.0,0.0
,
,0.0
2.0,
,
,
2.0,
,
4.0,
,
,
,1.0
,
,
,
,0.0
,
,
,
4.0,
,
,0.0
,0.0
,
,
,
,
,
4.0,
,0.0
4.0,
4.0,
,
,
,
,
,
,
,
,
3.0,0.0
,0.0
,
,
,
,0.0
,
,
,0.0
1.0,
,
,
,
4.0,
,
,
9.0,
,
,0.0
,
,
4.0,0.0
,
,
,
,0.0
,1.0
,
,
,0.0
,
,
,0.0
,0.0
,
,0.0
,
4.0,
4.0,1.0
,0.0
,
,
1.0,
3.0,
,
4.0,
,
,0.0
,
3.0,
5.0,
,
,
,
,
,0.0
,
,
,
,
,1.0
,
4.0,
,
,
,
6.0,
,
,
,
4.0,1.0
10.0,
,0.0
2.0,
,
,
,
,
,
,
3.0,
,
,1.0
,
,
,
,
,
,
,
17.0,
2.0,
,
,
,
,
,
,
1.0,
,
,
,
3.0,0.0
,
,1.0
,0.0
,
,
,
,
,
,
,0.0
,
,
,
,
,
,
,0.0
,
,
4.0,
,0.0
,
4.0,
11.0,
2.0,
,
,
2.0,0.0
,
,
,
,0.0
,0.0
3.0,
,
,
,
,0.0
,
,1.0
,
,1.0
,
,
4.0,
,
,
,
,0.0
,
,
,
,
1.0,
4.0,
,1.0
,
,
,
,
,
,
,
,
,
,
,0.0
,
,
,
,0.0
,
,
,
,0.0
,
,
,
1.0,
,
2.0,
,
,0.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
4.0,
3.0,
,
,0.0
,0.0
3.0,0.0
,
1.0,0.0
4.0,
,
2.0,
,
,
,
,0.0
,0.0
,
,
,
4.0,0.0
3.0,
,
,
3.0,
,
,
5.0,
,
5.0,
3.0,
,
,0.0
,
,
2.0,
,0.0
,
,
,
,
,
,
,0.0
,
,
,
1.0,
,
,
,
,
,0.0
,
,
,
,
,
,0.0
,
3.0,
,
3.0,
3.0,
,
,0.0
,
,
,0.0
,
,
,
,
,
3.0,
,
3.0,
1.0,
4.0,1.0
,
,
,
,
6.0,0.0
,
,
,
3.0,
,0.0
,
,
,
,0.0
,0.0
2.0,0.0
,0.0
,
5.0,
,1.0
,
,
1.0,0.0
,
,0.0
,1.0
,1.0
,
,
,
,
,
,
,
,
,
,
4.0,0.0
,
,
,
,
,
,0.0
,
,
,0.0
1.0,
,
4.0,
,
,
2.0,0.0
,0.0
,
,
,0.0
,
,
,
,
,
5.0,
,0.0
,
,
,0.0
,
3.0,0.0
,
,
,
,
,
,
,
,0.0
,
,
,
,
,
7.0,
,0.0
,
,
,
,
,
,
,
,0.0
,
,0.0
,
,
,
4.0,
4.0,0.0
,
,
,0.0
,
,
,0.0
,
,
,
,0.0
,
2.0,
,
,0.0
,
6.0,
,
,
,0.0
,
,
,
,
4.0,
,0.0
,
,0.0
,
3.0,1.0
,
,
,
,
,
,
,
,
,
,
5.0,0.0
,
,
,0.0
,
3.0,0.0
,
,0.0
,
,0.0
,
,
,0.0
1.0,
,
,
,
3.0,
,
,
,0.0
,
,0.0
,
,
,
,
,
,
,
,
,0.0
,
,
,0.0
,0.0
,0.0
,
,
,
,
,
,
,
,
2.0,0.0
,0.0
5.0,
,
,
,
,
,
,
,
,
1.0,
,
,
,0.0
,
,
2.0,0.0
,
2.0,
,
4.0,
,0.0
,
,
12.0,
,
,
,
,
,
3.0,
,
,
,
,
,
4.0,
3.0,
,
,
,
,
,
4.0,0.0
,
,
,1.0
,
,
,0.0
,
,
,
,
7.0,
,0.0
,
,0.0
,0.0
24.0,
,0.0
,
,1.0
,
,
,
,
,
,
,
,
,
,
,
,0.0
,
,0.0
3.0,
,
,
,
,0.0
4.0,
,
2.0,
,
,
,0.0
4.0,
,
,
,
,
,
4.0,
,
7.0,
,
,
,
3.0,
,
,
4.0,
,
,
,
7.0,
1.0,0.0
,
4.0,
,
,
,0.0
,
4.0,
,
2.0,
,
,
,
,
,
,
,1.0
,
3.0,0.0
,
,
,
,
,
,
,
,
,
,
,1.0
2.0,
,
,1.0
3.0,1.0
2.0,0.0
3.0,
,
,
3.0,0.0
,1.0
,
,
,
,0.0
,
,
,
,
,0.0
,
,0.0
,
,1.0
,0.0
,
,
,
,
,
,
,
,0.0
,
,
,
,
,0.0
,
,
,
5.0,
,0.0
,
,
,
4.0,
,1.0
3.0,
,
,
,
,1.0
,0.0
3.0,
,1.0
,
4.0,
,0.0
,0.0
,0.0
,
,
,
,
,
,
10.0,
,
,
1.0,
1.0,
,
,
3.0,0.0
17.0,
3.0,
1.0,
,0.0
,
,0.0
,
,
,0.0
3.0,
,0.0
,
,0.0
,0.0
,
,
,1.0
,
,
,
,
,
,
,0.0
,
2.0,
2.0,
,
3.0,
2.0,
,
,
,
,
,
,1.0
2.0,
,1.0
,
,0.0
,
,
,
,
,
4.0,
,0.0
,
,
,
,
,
,
,0.0
3.0,
,
,
1.0,0.0
,
,0.0
4.0,0.0
,0.0
,
,0.0
,
,
,
,
,
,
,
1.0,
,0.0
1.0,
,
,0.0
3.0,
,0.0
2.0,1.0
,
,1.0
,
,
,
3.0,
,
4.0,
,
4.0,
,
,
,
,
,
,
2.0,0.0
,
3.0,
,
,1.0
,
,
,
,
,
,
,
2.0,
,
,
,
5.0,0.0
,0.0
,
,
,
,
,0.0
,
4.0,
4.0,
,
,
1.0,
18.0,
,
,
,
2.0,
,
,
,
,
,
,
,
,
,1.0
,
,
,
,0.0
,0.0
,
,
,
,
,
2.0,0.0
4.0,
,
,
,
,
,
4.0,
,
1.0,
,
,
,0.0
,
1.0,
3.0,
,
,0.0
,0.0
,1.0
,0.0
,
6.0,0.0
,
,
3.0,
,
,
,
2.0,
,0.0
,
,
,
,0.0
,
4.0,0.0
4.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,1.0
,
,1.0
11.0,
2.0,
,0.0
,
,
,
,
3.0,
,
,0.0
,
,
4.0,
,0.0
,
,
1.0,
,
,
,
2.0,
,
,
,
,0.0
,
,
2.0,
,
,
,
,
,
,
2.0,0.0
301.0,
,
,
,
3.0,
3.0,
,
,
,
3.0,
,0.0
,
,
,
,
,
3.0,
,
,
,0.0
,
,
,
4.0,0.0
3.0,0.0
,
15.0,
,
,
,
,
5.0,
4.0,
,
3.0,
,
4.0,
3.0,
,0.0
2.0,
,0.0
,
,
,
,
,0.0
,
,0.0
4.0,
,0.0
,
,
,
,
,0.0
,
3.0,
,
,
,
,
,
4.0,
,
,
,0.0
,
,
,
,
,
,
,
,
,
,
,
,
,0.0
,
,
,
,
,
,
,
,
,
,
,
2.0,
,
2.0,
3.0,
,
,
,
,
,0.0
,
,
,
,0.0
,
,0.0
,
,
,
,
3.0,
,
,
1.0,
,0.0
4.0,
,
,
3.0,0.0
,
3.0,
,
11.0,
,
,
,0.0
,
2.0,
5.0,
,
4.0,
,0.0
,
,
5.0,
,
,
,
,
,
,
,
11.0,
,
,
4.0,1.0
,
,
4.0,1.0
,0.0
,
,
,0.0
,0.0
3.0,
,
,
,
,
2.0,
,
,
,
,
,
,
,0.0
,
,
3.0,0.0
,
,1.0
,1.0
,
,
,
1.0,
,
,
,0.0
2.0,
,1.0
,
,
,
,1.0
,
,
4.0,
,
1.0,0.0
,
,
8.0,0.0
3.0,
,
,1.0
,
,
,
,0.0
2.0,0.0
,
,
,
,0.0
,
2.0,
,
,
3.0,0.0
,
,0.0
,
,
,
,
,
,0.0
3.0,
,
,
2.0,0.0
,
3.0,
,0.0
,
,
,
,
,
,0.0
,
2.0,
,
,
,
,
,0.0
4.0,
,
,
3.0,
,
1.0,
,
,1.0
,
,
,0.0
,
,
,
,
,
,
,
,
,
,
,
3.0,
,
,
2.0,
3.0,
,0.0
,
,
,
,
,0.0
,
,
,
4.0,
,
,
,
,
3.0,
,
,1.0
,
,
,
,
,
,
,
,
2.0,
,1.0
,
1.0,
,
4.0,
,
,
,
,
,
,
1.0,0.0
,
,
3.0,
,
,
,0.0
,
,
,0.0
,
,
,
,
3.0,
,
,
,
,
,
,
,
16.0,
,
,0.0
,
,
3.0,
,
,
,
4.0,
,
,0.0
,
,1.0
,
3.0,
,
,
,1.0
,
,
,
,
,
,
,
,
,
4.0,
,
,
6.0,
,
,
,
,
,
,
,
,0.0
,
,
4.0,
,1.0
,1.0
,
,
,
,
,
4.0,
,0.0
,
,0.0
,
,0.0
,
,
,
,
,
,0.0
,
,
4.0,
,
,
,
4.0,
,
,
1.0,
,
,
,
,
,0.0
,
,0.0
,0.0
1.0,
,0.0
6.0,
,1.0
,
3.0,
,
,
,
,0.0
,
,
4.0,
4.0,
,
,
,
,0.0
4.0,
,
5.0,
,
1.0,0.0
,0.0
2.0,
,
,
,
,
,
2.0,
,
,
2.0,0.0
,
,0.0
,
,
,
3.0,
,
,
,
,
,
,0.0
,
,
,
,
3.0,
,0.0
3.0,
,
,0.0
,
1.0,
,
2.0,
,
4.0,
,
,
,0.0
,
4.0,
,
,
,
,
,1.0
,
,0.0
,0.0
,0.0
1.0,
,
,
2.0,
,
3.0,
,
5.0,
,
3.0,
2.0,
,1.0
,
4.0,
,1.0
,
,0.0
2.0,
,
3.0,0.0
,
,1.0
,
,
3.0,
,
,1.0
,
,
3.0,0.0
,
,
4.0,
,
,
,
,
,
1.0,
,0.0
,
13.0,
,
,
,1.0
,1.0
,
,
,
,0.0
,
,
33.0,
,
,
,
,
,
,
,
,
4.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.0,
,
,
5.0,
,
,
,
,
,
,
,
,
,
,0.0
,
,0.0
,
,
2.0,
,0.0
3.0,
,
,
3.0,
4.0,
,0.0
,
,
,
,
2.0,
,0.0
1.0,
7.0,
,
,
,
,
,
1.0,0.0
91.0,
,
,
,
,
,
1.0,
9.0,
3.0,
,
4.0,
,
,1.0
,
5.0,0.0
,
,
,
3.0,
,
,
,
,
,
,
,
1.0,0.0
6.0,
,
,
,
,
,
,1.0
3.0,
,
,
,
,
,
,
,1.0
,
,
,
,
,
4.0,0.0
,
,
3.0,
,
,
,
,
,0.0
,1.0
,
,0.0
,
,1.0
,
,
,1.0
,
5.0,
,
,
,
,
,
,
1.0,
,
,0.0
,0.0
,0.0
,0.0
,
,0.0
,
,
5.0,
,
,
,
,0.0
,
,
1.0,
,
,0.0
5.0,
,0.0
3.0,
,
,
,
,
,
,1.0
,
,
,
,
,0.0
,
4.0,
4.0,
,
,
,
,
,
,
,
,
,1.0
,0.0
,
,
,
,
,0.0
,1.0
,
,
,
,
5.0,
,
,
,
,
2.0,
16.0,0.0
1.0,
,1.0
,
3.0,0.0
,
,
,
,
2.0,
,
5.0,1.0
,1.0
,
,
3.0,
,
5.0,
,
,0.0
3.0,
,0.0
,
4.0,
,0.0
,
,
,
,
,1.0
,
,
,
,
,
,
,
,
3.0,
,
1.0,
,0.0
,
,
4.0,
3.0,
,1.0
,
,0.0
1.0,
2.0,
,0.0
2.0,
,
6.0,0.0
,
,0.0
,
2.0,0.0
4.0,
,0.0
1.0,
2.0,
,
4.0,
,
,
,
,
,1.0
,
,
,
,
,
,
,
,
,
,
,
,
,
2.0,
,
1.0,
,
,
,
,
,1.0
,
,0.0
,
,0.0
,
,
,
1.0,0.0
3.0,
,1.0
,0.0
,
,
,
,
,
,
,
,1.0
,
,
,
,
,
,
,
,
,0.0
,0.0
,
,
,
,
32.0,
,0.0
,
7.0,
,
,
,
,
,0.0
,
,
,
2.0,0.0
,
6.0,
,
3.0,
,
,1.0
,
,
,1.0
,
5.0,
,
,
,
,
,
,
,
,1.0
,
,
,
,
,
,
,
,
,
,0.0
,
2.0,
,0.0
,
6.0,
,0.0
,0.0
,
3.0,
,
,
,
1.0,
,
,
,
1.0,
2.0,
5.0,
,
,0.0
1.0,
,
,
4.0,
,
,
,
,
,0.0
,
2.0,
,
,
2.0,
,
,
,
,
,
,
,1.0
,1.0
2.0,
,
5.0,0.0
,0.0
3.0,
,
,1.0
,
,
,
,
,
,0.0
1.0,0.0
,
,
,
,
,0.0
,
,
,
,
,
,
,
,
,
3.0,1.0
,
3.0,0.0
,
,0.0
,
,
2.0,
5.0,
,
,
,
,
,
,
,
,1.0
2.0,0.0
1.0,
,0.0
,
,
3.0,
,0.0
,
,
,
,
,0.0
,
4.0,
,
,
,
,
,
,
,
,
4.0,
,0.0
3.0,
,
,
,
3.0,
,
,
,
,0.0
2.0,
,0.0
,
2.0,
5.0,
,
,
,
,
,
,
,
4.0,
,
,0.0
,
,
,
3.0,
5.0,
,
,
,
4.0,1.0
,
2.0,0.0
,
,
,0.0
,0.0
,
,
4.0,
,
,
,
,0.0
11.0,
4.0,
,
,0.0
1.0,
,
,
,0.0
4.0,
,0.0
,1.0
,
,
,
,
,
,
,
,0.0
,
,
4.0,1.0
,
,
,0.0
,
,0.0
,1.0
,
,
,
3.0,
4.0,0.0
,
,0.0
13.0,
,
,
,
3.0,
,
,
,
,
,
3.0,
,
,
23.0,
,
,
,0.0
,
3.0,1.0
,0.0
,
,
,
,
,
4.0,
,
,
,0.0
,
,
,
,
,
2.0,
,0.0
,0.0
,0.0
,
4.0,
,
4.0,
2.0,
,
,
2.0,
,
,
,
2.0,0.0
,
,0.0
,
,
,
,
,
1.0,
7.0,0.0
1.0,1.0
,
,
,
,
,
,1.0
,
,0.0
,0.0
,
,0.0
,
,
4.0,
,
,
,
,
,0.0
4.0,
,
4.0,0.0
3.0,
,
,
,
,0.0
1.0,
,
1.0,
,0.0
,
1.0,0.0
,
,0.0
,1.0
,
,
,
,
,0.0
2.0,
,
,
5.0,
4.0,
,
,
,1.0
,
,
,
,
,0.0
,
2.0,
,
,
,
,
,
11.0,
,
3.0,0.0
,
,1.0
,
2.0,0.0
4.0,0.0
,
,
,
1.0,1.0
,
,
,0.0
,
,
,
,
,0.0
,
,
,
,
,
3.0,
,
,
4.0,
4.0,
,
,
,
,1.0
3.0,
,
,
,
,
,0.0
,
,
,
,
,0.0
,
,
,
,
,
,
,
,0.0
,
,0.0
,0.0
,
,
2.0,
,
,
,
,0.0
1.0,
,
,
1.0,
,
,
4.0,
,
4.0,0.0
2.0,
3.0,
,
,
,0.0
3.0,0.0
,
,
,0.0
,
,
,
4.0,0.0
,
4.0,
2.0,
,
,
,
6.0,0.0
,
,
4.0,
,
,
,
,
,0.0
,
2.0,
,
,0.0
,
6.0,
,0.0
,
,1.0
5.0,
,
1.0,
,0.0
,
,
2.0,
,
,
,
,
,
,
,
,
,
3.0,
,
1.0,
,
,
,
,
,
,1.0
,
,
,
,
,
3.0,
,
,
,0.0
,
,
,
,
2.0,
,
2.0,
3.0,
,
,
,0.0
,
,
,0.0
,
,
,0.0
,
15.0,
,
2.0,
,
,
,
,
,
,
4.0,
,
,
2.0,0.0
,
4.0,0.0
,
5.0,
1.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,0.0
4.0,
,
,0.0
,
,
3.0,
,0.0
,
,
,
,0.0
,
,
,
,
,
,0.0
,
,0.0
,
1.0,
,
,
,0.0
,
,
,
1.0,
4.0,
,
,
,0.0
,
,0.0
,
,0.0
,
,
,0.0
,1.0
3.0,
,
,0.0
,1.0
,
,0.0
,
,
4.0,
,0.0
8.0,
,
3.0,
,
,
,
,
,
,
5.0,
,1.0
,
,
9.0,
,
,0.0
,
3.0,
,
2.0,
,
,
5.0,
,
,
,
,
,
,
,
,
,0.0
,
2.0,0.0
,0.0
,
,0.0
,0.0
,
,
,
,
,
1.0,
3.0,
,
49.0,
,0.0
,
,
,
,0.0
1.0,
,
,
,0.0
,
,
,
,
,0.0
,
15.0,
,
,
,
,
,
,
2.0,
,
,
,
,
,
,0.0
,
18.0,
,
,
,
2.0,
,
,
,1.0
,0.0
,
,
,0.0
,0.0
4.0,
3.0,
,
1.0,
,
,
,
,
4.0,
,
,0.0
,
,0.0
,
,
,
,0.0
,
,
,
,
3.0,
,
,
4.0,1.0
2.0,
,
53.0,
,0.0
,
,
,
,
,
,
,
,0.0
,
,
,1.0
,0.0
4.0,
,
,0.0
,
,0.0
3.0,
,
,1.0
,
